source,series,author,english_title,original_title,translator,pub_year,place,publisher,country,original_year,era,canonical_author,canonical_work
Internet Archive,,"Ignatius, Saint, Bishop of Antioch, -approximately 110, author","Corpus Ignatianum : a complete collection of the Ignatian epistles, genuine, interpolated, and spurious ; together with numerous extracts from them, as quoted by ecclesiastical writers down to the ten...",,,1849,,"London : Francis & John Rivington, St. Paul's Church Yard, and Waterloo Place",,,,"Ignatius, Saint, Bishop of Antioch, -approximately 110, author","Corpus Ignatianum : a complete collection of the Ignatian epistles, genuine, interpolated, and spurious ; together with numerous extracts from them, as quoted by ecclesiastical writers down to the ten..."
Internet Archive,,"Kennedy, Charles Rann, 1808-1867, translator",Specimens of Greek and Latin verse: chiefly translations,,,1853,,"London, H.G. Bohn",,,,"Kennedy, Charles Rann, 1808-1867, translator",Specimens of Greek and Latin verse: chiefly translations
Internet Archive,,"Mahony, Francis","The reliques of Father Prout : late P.P. of Watergrasshill, in the county of Cork, Ireland",,,1860,,London : H.G. Bohn,,,,"Mahony, Francis","The reliques of Father Prout : late P.P. of Watergrasshill, in the county of Cork, Ireland"
Internet Archive,,"Calverley, Charles Stuart",Translations into English and Latin,,,1866,,"London, Deighton",,,,"Calverley, Charles Stuart",Translations into English and Latin
Internet Archive,,"Watson, F. (Frederick)",The ante-Nicene apologies : their character and value,,,1870,,Cambridge (England) : E. Johnson,,,,"Watson, F. (Frederick)",The ante-Nicene apologies : their character and value
Internet Archive,,"Watson, F. (Frederick)",The ante-Nicene apologies [microform] : their character and value,,,1870,,Cambridge (England) : E. Johnson,,,,"Watson, F. (Frederick)",The ante-Nicene apologies [microform] : their character and value
Internet Archive,,"Merrick, J. M. (John Mudge)",Nugae inutiles : (specimens of translation.),,,1874,,"Boston : Henry L. Shepard & Co., (Successors to Shepard & Gill)",,,,"Merrick, J. M. (John Mudge)",Nugae inutiles : (specimens of translation.)
Internet Archive,,"Adam, de Saint-Victor","The Liturgical Poetry Of Adam Of St. Victor: From The Text Of Gauthier With Translations Into English In The Original Meters And Short Explanatory Notes By Digby S. Wrangham, Volume 1",,,1881,,"London, Kegan Paul, Trench & Co.",,,,"Adam, de Saint-Victor","The Liturgical Poetry Of Adam Of St. Victor: From The Text Of Gauthier With Translations Into English In The Original Meters And Short Explanatory Notes By Digby S. Wrangham, Volume 1"
Internet Archive,,"Jackson, George Anson",The post-Nicene Latin fathers,,,1884,,"New York, D. Appleton and Company",,,,"Jackson, George Anson",The post-Nicene Latin fathers
Internet Archive,,"Roberts, A",The Ante-Nicene Fathers : translations of the writings of the Fathers down to A.D. 325,,,1885,,Buffalo : C.L. Pub. Co.,,,,"Roberts, A",The Ante-Nicene Fathers : translations of the writings of the Fathers down to A.D. 325
Internet Archive,,,A Select library of the Nicene and post-Nicene Fathers of the Christian church,,,1890,,Oxford : Parker and Company ; New York : Christian Literature Co.,,,,,A Select library of the Nicene and post-Nicene Fathers of the Christian church
Internet Archive,,"Philip Schaff, Henry Wace",A Select library of Nicene and post-Nicene fathers of the Christian church. Second series,,,1890,,"New York, C. Scribner's Sons",,,,"Philip Schaff, Henry Wace",A Select library of Nicene and post-Nicene fathers of the Christian church. Second series
Internet Archive,,"Schaff, Philip",A Select library of Nicene and post-Nicene fathers of the Christian church,,,1890,,New York : Christian Literature Co.,,,,"Schaff, Philip",A Select library of Nicene and post-Nicene fathers of the Christian church
Internet Archive,,"Hort, Fenton John Anthony",Six lectures on the ante-Nicene fathers,,,1895,,"London, MacMillan",,,,"Hort, Fenton John Anthony",Six lectures on the ante-Nicene fathers
Internet Archive,,"Savonarola, Girolamo",Meditations on Psalm LI & part of Psalm XXXI in Latin with an English translation by E.H. Perowne ...,,,1900,,"London, C.J. Clay & Sons",,,,"Savonarola, Girolamo",Meditations on Psalm LI & part of Psalm XXXI in Latin with an English translation by E.H. Perowne ...
Internet Archive,,"Alexander Roberts , James Donaldson , Arthur Cleveland Coxe , Bernhard Pick , Ernest Cushing Richardson, Allan Menzies",The ante-Nicene Fathers,,,1903,,"New York, Scribner's Sons",,,,"Alexander Roberts , James Donaldson , Arthur Cleveland Coxe , Bernhard Pick , Ernest Cushing Richardson, Allan Menzies",The ante-Nicene Fathers
Internet Archive,,"Bernard, of Cluny, active 12th century",The rhythm of Bernard de Morlaix on the celestial country ; and the Hymn on the glory of paradise,,,1908,,London : H.R. Allenson,,,,"Bernard, of Cluny, active 12th century",The rhythm of Bernard de Morlaix on the celestial country ; and the Hymn on the glory of paradise
Internet Archive,,,Virorum Congressui Omnium Gentium de Fide et Ordine Instituendo Communiter Delectorum Ad Conclium Episcopale Ecclesiarum Catholicarum Veterum Europaearum Epistola. (Letter to the Council of the Old Ca...,,,1910,,,,,,,Virorum Congressui Omnium Gentium de Fide et Ordine Instituendo Communiter Delectorum Ad Conclium Episcopale Ecclesiarum Catholicarum Veterum Europaearum Epistola. (Letter to the Council of the Old Ca...
Internet Archive,,"Cesalpino, Andrea, 1524 or 1525-1603",Notes by Sir W. Osler on Cesalpino ... and on MS. Canonici miscellaneous 155 in the Bodleian Library : photographic facsimiles of the title-page (f. 272r) and of 2 pages (274r and 275v) of MS. Canon. ...,,,1910,,[191-?],,,,"Cesalpino, Andrea, 1524 or 1525-1603",Notes by Sir W. Osler on Cesalpino ... and on MS. Canonici miscellaneous 155 in the Bodleian Library : photographic facsimiles of the title-page (f. 272r) and of 2 pages (274r and 275v) of MS. Canon. ...
Internet Archive,,Capps,Plautus: with an english translation,,,1916,,"William Heinema, London",,,,Capps,Plautus: with an english translation
Internet Archive,,"Nixon, Paul",Plautus: with an english translation,,,1917,,"William Heinema, London",,,,"Nixon, Paul",Plautus: with an english translation
Internet Archive,,"Lucretius Carus, Titus","On the nature of things; translated from the Latin into English verse by Sir Robert Allison; with introd., appendices, and notes",,,1919,,London A.L. Humphreys,,,,"Lucretius Carus, Titus","On the nature of things; translated from the Latin into English verse by Sir Robert Allison; with introd., appendices, and notes"
Internet Archive,,"Bailey, Cyril, 1871-1957, translator, editor",The mind of Rome,,,1926,,Oxford : The Clarendon Press,,,,"Bailey, Cyril, 1871-1957, translator, editor",The mind of Rome
Internet Archive,,Harold Smith,Ante-Nicene Exegesis of the Gospels (vol. 2),,,1926,,SPCK,,,,Harold Smith,Ante-Nicene Exegesis of the Gospels (vol. 2)
Internet Archive,,"Gellius, Aulus",The Attic nights of Aulus Gellius / vol. 3,,,1927,,"Cambridge,Mass. : London : Harvard University Press, William Heinemann Ltd",,,,"Gellius, Aulus",The Attic nights of Aulus Gellius / vol. 3
Internet Archive,,"Gellius, Aulus, 123-ca.165",The Attic nights of Aulus Gellius,,,1927,,London : Heinemann ; New York : Putnam,,,,"Gellius, Aulus, 123-ca.165",The Attic nights of Aulus Gellius
Internet Archive,,"Kuhnmuench, Otto J. (Otto James), 1876-","Early Christian Latin poets from the fourth to the sixth century, with an introduction, translation, commentary, and notes",,,1929,,Chicago : Loyola university press,,,,"Kuhnmuench, Otto J. (Otto James), 1876-","Early Christian Latin poets from the fourth to the sixth century, with an introduction, translation, commentary, and notes"
Internet Archive,,"Columella, Lucius Junius Moderatus",Lucius Junius Moderatus Columella on agriculture,,,1945,,"London : W. Heinemann ; Cambridge, Mass. : Harvard University Press",,,,"Columella, Lucius Junius Moderatus",Lucius Junius Moderatus Columella on agriculture
Internet Archive,,,"The Psalms, a prayer book; also, the canticles of the Roman breviary; new English translation, with ecclesiastical approbation, incl. the new Latin version from the Hebrew by the professors of the Pon...",,,1947,,"New York, Boston Benziger Brothers, Inc.",,,,,"The Psalms, a prayer book; also, the canticles of the Roman breviary; new English translation, with ecclesiastical approbation, incl. the new Latin version from the Hebrew by the professors of the Pon..."
Internet Archive,,,The Latin poets,,,1949,,New York : Modern Library,,,,,The Latin poets
Internet Archive,,"Tacitus, Publius Cornelius, 56/57-po 117",The histories ; The annals : in four volumes,,,1951,,Cambridge (Mass.) : Harvard University Press ; London : W. Heinemann,,,,"Tacitus, Publius Cornelius, 56/57-po 117",The histories ; The annals : in four volumes
Internet Archive,,,A Select library of Nicene and post-Nicene fathers of the Christian church : Second series,,,1952,,"Grand Rapids, Mich. : W.B. Eerdmans Pub. Co.",,,,,A Select library of Nicene and post-Nicene fathers of the Christian church : Second series
Internet Archive,,"Lind, L. R. (Levi Robert), 1906-2008, editor","Latin poetry in verse translation, from the beginnings to the Renaissance",,,1957,,"Boston, Houghton Mifflin",,,,"Lind, L. R. (Levi Robert), 1906-2008, editor","Latin poetry in verse translation, from the beginnings to the Renaissance"
Internet Archive,,"Wedeck, Harry Ezekiel, 1894-","Classics of Roman literature, from the literary beginnings to the end of the silver age",,,1963,,New York : Philosophical Library,,,,"Wedeck, Harry Ezekiel, 1894-","Classics of Roman literature, from the literary beginnings to the end of the silver age"
Internet Archive,,"Grant, Michael, 1914-",Roman readings; translations from Latin prose and poetry. --,,,1967,,Baltimore : Penguin Books,,,,"Grant, Michael, 1914-",Roman readings; translations from Latin prose and poetry. --
Internet Archive,,Catholic Church,The new eucharistic prayers : Latin text together with an English translation and commentrary,,,1968,,London : G. Chapman,,,,Catholic Church,The new eucharistic prayers : Latin text together with an English translation and commentrary
Internet Archive,,"Dale, F. R. (Francis Richard), 1883-","Latin elegy, lyric and epigram: a critical anthology;",,,1970,,"Glasgow, Blackie",,,,"Dale, F. R. (Francis Richard), 1883-","Latin elegy, lyric and epigram: a critical anthology;"
Internet Archive,,"Isbell, Harold, comp",The last poets of imperial Rome,,,1971,,"[Middlesex, Eng., Baltimore] Penguin Books",,,,"Isbell, Harold, comp",The last poets of imperial Rome
Internet Archive,,"Augustine, of Hippo, Saint","The city of God against the pagans. 7, Books 21-22",,,1972,,London : Heinemann,,,,"Augustine, of Hippo, Saint","The city of God against the pagans. 7, Books 21-22"
Internet Archive,,,"More Latin lyrics, from Virgil to Milton",,,1977,,New York : Norton,,,,,"More Latin lyrics, from Virgil to Milton"
Internet Archive,,J. V. Muir,"Virgil, selections from Aeneid IV : with a further selection from the English translation of C. Day Lewis",,,1977,,Cambridge ; New York : Cambridge University Press,,,,J. V. Muir,"Virgil, selections from Aeneid IV : with a further selection from the English translation of C. Day Lewis"
Internet Archive,,"Jesuits. Congregatio Generalis, 31st, Rome, Italy",Documents of the 31st and 32nd general congregations of the Society of Jesus : an English translation of the official Latin texts of the general congregations and of the accompanying papal documents,,,1977,,Saint Louis : Institute of Jesuit Sources,,,,"Jesuits. Congregatio Generalis, 31st, Rome, Italy",Documents of the 31st and 32nd general congregations of the Society of Jesus : an English translation of the official Latin texts of the general congregations and of the accompanying papal documents
Internet Archive,,"Neale, J. M. (John Mason)","Hymns, chiefly mediaeval, on the joys and glories of Paradise",,,1866,,London : J.T. Hayes,,,,"Neale, J. M. (John Mason)","Hymns, chiefly mediaeval, on the joys and glories of Paradise"
Internet Archive,,,Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325,,,1867,,"Edinburgh, T. and T. Clark",,,,,Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325
Internet Archive,,"Alexander Roberts , James Donaldson",Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325,,,1867,,"Edinburgh, T. and T. Clark",,,,"Alexander Roberts , James Donaldson",Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325
Internet Archive,,"James Donaldson , Alexander Roberts , Novatianus, Allan Menzies",Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325,,,1867,,"Edinburgh, T. and T. Clark",,,,"James Donaldson , Alexander Roberts , Novatianus, Allan Menzies",Ante-Nicene Christian library; translations of the writings of the Fathers down to A.D. 325
Internet Archive,,"Roberts, Alexander, 1826-1901 ed","Ante-Nicene Christian Library; Translations Of The Writings Of The Fathers Down To A.D. 325, Volume 1: The Apostolic Fathers",,,1867,,"Edinburgh, T. and T. Clark",,,,"Roberts, Alexander, 1826-1901 ed","Ante-Nicene Christian Library; Translations Of The Writings Of The Fathers Down To A.D. 325, Volume 1: The Apostolic Fathers"
Internet Archive,,Virgil,The Æneids of Virgil: Done into English Verse,,,1876,,"London : Ellis and White, New Bond Street",,,,Virgil,The Æneids of Virgil: Done into English Verse
Internet Archive,,Virgil,The Aeneid of Vergil : books I-VI,,,1893,,"London : Longmans, Green & Co.",,,,Virgil,The Aeneid of Vergil : books I-VI
Internet Archive,,"Erasmus, Desiderius, -1536",The epistles of Erasmus from his earliest letters to his fifty-first year arranged in order of time : English translations from the early correspondence with a commentary confirming the chronological ...,,,1901,,"London ; New York : Longmans, Green",,,,"Erasmus, Desiderius, -1536",The epistles of Erasmus from his earliest letters to his fifty-first year arranged in order of time : English translations from the early correspondence with a commentary confirming the chronological ...
Internet Archive,,Virgil,Georgics of Virgil,,,1904,,"[Cambridge, Mass.] : Riverside Press",,,,Virgil,Georgics of Virgil
Internet Archive,,Virgil,"The Æneid of Virgil, books VII-XII;",,,1908,,"Boston, New York, Houghton, Mifflin and Company",,,,Virgil,"The Æneid of Virgil, books VII-XII;"
Internet Archive,,Virgil,"Virgil's Æneid, books I-VI; the original text with a literal interlinear translation",,,1917,,"New York City, Translation Pub. Co",,,,Virgil,"Virgil's Æneid, books I-VI; the original text with a literal interlinear translation"
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.1: Book 1-2 [Loeb 114],,,1919,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.1: Book 1-2 [Loeb 114]
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.2: Books 3-4 [Loeb 133],,,1922,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.2: Books 3-4 [Loeb 133]
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.3: Books 5-7 [Loeb 172],,,1924,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.3: Books 5-7 [Loeb 172]
Internet Archive,,"Martial, author","Martial, the twelve books of epigrams",,,1924,,London : G. Routledge ; New York : E.P. Dutton,,,,"Martial, author","Martial, the twelve books of epigrams"
Internet Archive,,Virgil,"The Eclogues & Georgics of Virgil, translated into English verse by T.F. Royds",,,1924,,"London, J.M. Dent & Sons; New York, E.P. Dutton & Co",,,,Virgil,"The Eclogues & Georgics of Virgil, translated into English verse by T.F. Royds"
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.4: Books 8-10 [Loeb 191],,,1926,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.4: Books 8-10 [Loeb 191]
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.5: Books 21-22 [Loeb 233],,,1929,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.5: Books 21-22 [Loeb 233]
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.10: Books 35-37 [Loeb 301],,,1935,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.10: Books 35-37 [Loeb 301]
Internet Archive,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.9: Books 31-34 [Loeb 295],,,1935,,,,,,"Livius, Titus (64/59 BC – 14 AD)",Livy in fourteen volumes. Vol.9: Books 31-34 [Loeb 295]
